id,agent_id,name,trigger_event,email_template,active,created_at,updated_at,email_filter,actions
9af0eadc-7686-4a34-b0d1-1ac3254441f5,77dff4d2-f083-493b-9060-ab1220d8763a,"Property Inquiry ",email_received,,true,2025-04-25 02:10:42.432674+00,2025-04-25 02:10:42.432674+00,"{""body_contains"": [""unit is still available"", ""interested in this unit"", ""schedule viewing"", """"], ""subject_contains"": [""House for sale in Copperleaf Estate P24-115785777"", ""RR123456"", ""Cloverdene Road""]}","{""custom_message"": ""Hi,\n\nThank you for your interest in this property. Please schedule a viewing appointment using this link below."", ""send_application_link"": true}"
